loan_id,application_date,loan_amount,interest_rate,term_months,loan_status,customer_income,customer_credit_score,employment_length
3934,2030-05-01,32911.4,23.04,12,Approved,58159.98,623,<1 year
3935,2029-04-27,11807.08,14.65,24,Rejected,63417.95,742,<1 year
3936,2023-03-28,14063.58,5.11,36,Approved,23527.32,358,3-5 years
3937,2029-11-17,16084.64,5.87,24,Approved,146282.54,568,5-10 years
3938,2031-01-21,6281.8,11.75,36,Pending,125748.83,617,<1 year
3939,2030-08-05,14021.4,,60,Pending,32209.33,393,>10 years
3940,2029-11-09,10871.2,18.4,48,Rejected,149936.14,553,5-10 years
3941,2032-01-24,23038.77,22.15,36,Defaulted,98653.2,759,>10 years
3942,2027-08-28,45467.66,11.38,12,Approved,130984.72,814,>10 years
3943,2033-01-18,5671.78,4.43,24,Pending,28665.9,832,<1 year
3944,2030-05-24,36153.26,24.45,24,Pending,70628.65,403,5-10 years
3945,2032-12-08,34520.51,3.87,24,Defaulted,107054.65,701,1-3 years
3946,2035-07-27,5239.83,23.87,36,Defaulted,33836.38,632,3-5 years
3947,2027-07-06,46167.33,11.43,60,Rejected,83557.37,392,1-3 years
3948,2032-02-01,28639.37,3.72,36,Pending,77548.12,841,3-5 years
3949,2033-02-04,18504.41,18.32,12,Approved,48085.23,736,5-10 years
3950,2024-08-19,37948.66,24.58,24,Approved,59035.08,309,<1 year
3951,2035-06-12,13239.59,24.26,36,Pending,145725.39,755,5-10 years
3952,2024-04-29,34828.74,6.96,24,Rejected,57524.3,714,1-3 years
3953,2024-10-07,2465.7,7.4,12,Pending,47745.4,817,>10 years
3954,2031-06-17,42050.7,15.66,48,Rejected,89707.19,674,3-5 years
3955,2036-01-10,22684.46,17.2,48,Approved,107224.54,830,3-5 years
3956,2036-04-15,32016.3,19.4,48,Rejected,114262.1,823,1-3 years
3957,2035-01-02,11451.27,7.39,24,Approved,118052.13,672,<1 year
3958,2024-12-21,34015.15,24.12,36,Approved,24788.22,738,5-10 years
3959,2035-12-17,38725.89,17.23,24,Approved,71188.85,494,1-3 years
3960,2024-05-13,23924.05,21.71,60,Rejected,120614.55,564,5-10 years
3961,2035-12-13,31077.48,15.11,36,Approved,137630.77,806,<1 year
3962,2027-08-01,23088.13,12.41,12,Rejected,98286.02,725,>10 years
3963,2031-05-26,44757.52,24.51,48,Approved,26799.89,398,5-10 years
3964,2023-04-25,25144.52,16.02,36,Approved,71563.95,329,<1 year
3965,2031-02-27,42169.53,22.14,36,Defaulted,29649.53,590,1-3 years
3966,2036-01-22,40166.93,24.0,48,Pending,117309.92,786,>10 years
3967,2027-10-03,20819.99,,12,Approved,28255.71,705,>10 years
3968,2032-11-20,11889.18,15.3,24,Approved,44145.04,327,>10 years
3969,2029-03-03,20601.07,3.58,24,Defaulted,74204.6,445,3-5 years
3970,2029-04-13,41397.76,4.36,36,Approved,80144.29,587,<1 year
3971,2032-12-09,11767.81,7.82,48,Pending,72842.62,551,5-10 years
3972,2023-05-27,26459.6,7.5,60,Approved,80241.56,461,1-3 years
3973,2033-11-26,40401.79,8.98,12,Approved,112721.09,409,>10 years
3974,2032-06-15,17997.14,10.06,24,Approved,68004.95,697,>10 years
3975,2035-05-05,32289.38,11.24,12,Pending,91207.56,570,>10 years
3976,2029-08-07,499733.0,12.54,12,Rejected,59438.0,487,<1 year
3977,2023-05-17,5909.33,5.63,12,Approved,65971.57,831,1-3 years
3978,2032-03-14,39822.02,4.41,48,Rejected,99793.86,575,<1 year
3979,2031-03-25,5398.95,17.99,48,Rejected,83764.3,546,1-3 years
3980,2032-09-22,13933.38,15.05,48,Defaulted,113994.72,623,5-10 years
3981,2023-01-19,42827.92,13.05,36,Approved,92870.02,317,3-5 years
3982,2029-02-20,17650.23,17.14,48,Approved,124464.63,707,1-3 years
3983,2024-03-24,48665.74,21.3,36,Rejected,77643.07,710,<1 year
3984,2028-05-02,48996.85,12.7,24,Approved,83834.37,424,<1 year
3985,2025-08-03,13779.66,17.28,24,Approved,107096.28,619,<1 year
3986,2034-08-07,2528.42,24.0,24,Rejected,48761.71,452,3-5 years
3987,2028-04-04,35400.63,21.55,24,Approved,70170.84,319,1-3 years
3988,2031-02-25,22823.83,12.66,24,Approved,101229.36,546,1-3 years
3989,2034-06-20,5487.27,17.36,48,Approved,23753.92,689,1-3 years
3990,2033-12-29,35522.38,7.31,60,Rejected,76806.29,646,1-3 years
3991,2023-08-27,,15.55,48,Approved,97850.49,775,>10 years
3992,2023-07-24,43574.74,24.6,60,Rejected,145758.82,502,>10 years
3993,2030-02-20,7363.3,14.64,48,Pending,134012.15,308,<1 year
3994,2034-11-19,6801.94,23.44,24,Pending,56496.45,830,>10 years
3995,2036-06-28,9195.78,12.26,12,Approved,85937.31,402,1-3 years
3996,2032-04-11,48033.18,24.98,60,Approved,-27333.87,545,1-3 years
3997,2031-02-20,34811.88,15.95,12,Pending,51298.07,618,>10 years
3998,2035-01-08,40167.89,4.41,24,Approved,120731.26,650,5-10 years
3999,2030-05-11,20182.93,16.12,60,Defaulted,36030.82,533,<1 year
4000,2036-07-22,17147.48,9.4,12,Approved,53499.77,336,3-5 years
4001,2034-05-29,12106.96,4.2,48,Pending,142725.53,644,<1 year
4002,2026-09-10,24292.08,21.15,24,Approved,127101.25,591,<1 year
4003,2035-01-18,27815.52,9.43,48,Rejected,121637.6,316,<1 year
4004,2025-03-27,31772.85,20.63,48,Approved,132392.47,389,>10 years
4005,2025-03-31,13227.37,9.7,24,Approved,117448.74,647,<1 year
4006,2023-07-12,47458.38,7.68,60,Rejected,35676.21,743,1-3 years
4007,2027-11-12,8903.05,24.44,36,Pending,87152.97,552,<1 year
4008,2032-12-24,48299.83,11.28,36,Pending,77751.71,483,1-3 years
4009,2035-08-30,,16.43,24,Pending,60449.71,589,>10 years
4010,2023-09-08,24315.72,16.61,36,Rejected,128425.25,514,>10 years
4011,2027-11-24,17001.71,15.55,12,Approved,80338.1,457,<1 year
4012,2033-02-17,22731.61,23.17,60,Approved,27838.69,692,1-3 years
4013,2029-09-29,,18.0,48,Rejected,55745.53,319,1-3 years
4014,2026-03-13,22061.66,12.18,48,Approved,49720.74,770,1-3 years
4015,2033-08-29,21034.92,,24,Rejected,135372.26,730,1-3 years
4016,2026-01-01,36769.81,7.39,48,Approved,104166.95,-50,3-5 years
4017,2030-05-03,34450.88,15.2,12,Approved,92848.91,376,>10 years
4018,2028-01-22,499733.0,23.94,12,Approved,85864.4,401,1-3 years
4019,2033-09-09,12872.97,16.95,24,Pending,104514.69,506,3-5 years
4020,2024-05-19,30671.66,21.06,48,Pending,118133.82,512,3-5 years
4021,2027-06-10,29467.14,17.55,36,Approved,92070.01,378,>10 years
4022,2029-10-08,18802.02,21.55,36,Approved,141977.1,412,5-10 years
4023,2029-12-21,24559.85,23.81,60,Defaulted,146988.44,432,<1 year
4024,2026-10-19,16032.22,9.37,24,Approved,149394.5,496,>10 years
4025,2031-03-14,7521.3,7.15,60,Rejected,107020.84,324,5-10 years
4026,2033-06-13,,13.91,36,Defaulted,141240.66,771,<1 year
4027,2024-12-18,5722.93,18.59,36,Defaulted,72582.36,842,<1 year
4028,2032-07-16,34311.94,8.38,36,Rejected,131747.01,589,<1 year
4029,2035-02-21,33206.01,3.59,60,Approved,138192.66,555,3-5 years
4030,2024-10-20,47555.02,10.87,24,Defaulted,137538.26,505,1-3 years
4031,2033-12-22,36619.08,24.33,12,Rejected,128010.02,774,<1 year
4032,2035-05-22,3076.27,18.44,12,Rejected,72857.89,367,1-3 years
4033,2036-09-03,44270.14,12.13,36,Approved,40657.97,514,<1 year
4034,2034-08-05,43202.42,7.64,24,Defaulted,63414.33,721,3-5 years
4035,2033-04-22,22444.36,11.16,24,Rejected,119747.51,838,<1 year
4036,2031-03-09,29500.22,7.15,48,Rejected,50275.12,761,>10 years
4037,2035-09-12,48815.88,5.79,48,Approved,82175.37,754,5-10 years
4038,2028-10-05,26849.07,22.99,60,Approved,93501.94,600,<1 year
4039,2026-06-09,45313.43,24.95,48,Defaulted,98501.61,587,5-10 years
4040,2029-10-18,4610.42,07.03,60,Pending,141644.32,301,5-10 years
4041,2024-01-19,9957.07,4.67,12,Approved,105994.09,319,3-5 years
4042,2030-02-20,22317.37,10.59,36,Rejected,122218.85,776,5-10 years
4043,2023-07-13,29445.46,13.43,24,Approved,95644.19,790,3-5 years
4044,2033-06-04,40903.28,7.9,12,Approved,128365.44,556,<1 year
4045,2033-03-08,49418.97,9.98,12,Approved,54276.27,752,1-3 years
4046,2030-01-25,19748.15,7.82,60,Approved,47284.1,737,3-5 years
4047,2030-01-09,2847.07,20.15,36,Approved,140421.61,697,5-10 years
4048,2030-07-26,40157.99,18.82,60,Approved,110152.51,452,5-10 years
4049,2030-08-30,30416.85,17.15,12,Approved,107298.33,521,<1 year
4050,2029-05-28,10327.87,11.83,24,Pending,80748.38,735,3-5 years
4051,2032-04-29,24994.01,23.04,48,Defaulted,68970.64,435,<1 year
4052,2025-01-01,37244.36,24.34,60,Pending,92239.86,827,3-5 years
4053,2030-11-12,38635.38,7.23,12,Approved,35673.63,578,1-3 years
4054,2031-07-18,25231.11,8.29,48,Approved,79112.63,784,>10 years
4055,2036-02-02,15608.12,14.8,48,Rejected,79197.8,845,<1 year
4056,2034-06-09,48700.26,5.46,12,Defaulted,89983.75,544,5-10 years
4057,2030-02-17,33336.45,12.88,36,Approved,102509.13,317,<1 year
4058,2029-07-10,20707.76,16.01,12,Approved,144451.39,442,3-5 years
4059,2024-06-15,14382.93,14.72,24,Pending,104781.99,800,<1 year
4060,2034-10-26,36689.6,10.61,48,Rejected,134884.27,826,1-3 years
4061,2024-09-26,12488.08,15.16,24,Approved,92319.5,392,3-5 years
4062,2027-11-05,8999.64,24.11,60,Pending,101500.62,682,5-10 years
4063,2033-06-01,26726.78,7.93,48,Rejected,29078.8,578,5-10 years
4064,2029-06-28,14854.38,17.58,36,Defaulted,37324.28,748,3-5 years
4065,2023-01-03,31630.8,4.43,12,Approved,95357.16,587,1-3 years
4066,2023-07-25,6337.96,4.93,60,Defaulted,71442.67,775,<1 year
4067,2034-04-28,32919.58,15.36,24,Approved,123845.37,470,>10 years
4068,2030-03-06,14523.18,5.76,60,Rejected,90613.12,824,5-10 years
4069,2035-12-23,512.03,3.98,36,Pending,134697.84,671,1-3 years
4070,2030-11-30,6783.33,7.19,12,Approved,146403.12,692,1-3 years
4071,2031-09-29,,15.64,60,Pending,39192.57,484,1-3 years
4072,2030-04-20,43434.05,18.62,24,Approved,71327.61,809,<1 year
4073,2032-01-20,12063.65,7.85,60,Approved,106447.53,731,1-3 years
4074,2025-06-16,39029.41,17.87,12,Approved,59713.54,508,1-3 years
4075,2025-12-21,30624.29,7.42,60,Pending,-54714.2,628,3-5 years
4076,2026-07-03,48559.78,16.69,24,Approved,125786.01,660,3-5 years
4077,2024-11-01,18993.48,12.36,12,Defaulted,147449.2,743,1-3 years
4078,2027-02-14,34232.3,17.56,36,Approved,120594.43,740,1-3 years
4079,2032-10-15,3645.02,24.89,36,Approved,88077.96,668,3-5 years
4080,2036-03-07,20114.24,23.66,48,Approved,77526.46,405,<1 year
4081,2028-05-09,,3.59,60,Pending,90154.2,624,3-5 years
4082,2023-09-07,27179.55,22.54,24,Approved,80169.16,531,3-5 years
4083,2028-03-07,14750.04,4.93,60,Approved,85375.45,548,3-5 years
4084,2032-06-01,6453.41,23.99,12,Approved,46448.9,616,3-5 years
4085,2028-01-28,35324.65,9.56,48,Approved,137486.45,563,>10 years
4086,2030-10-25,32420.37,11.71,24,Rejected,118089.55,802,5-10 years
4087,2027-02-12,19009.97,5.47,60,Pending,108527.06,562,<1 year
4088,2032-04-08,47571.6,5.91,24,Approved,143490.25,715,<1 year
4089,2032-10-11,1599.04,19.12,12,Approved,56971.26,369,1-3 years
4090,2033-05-20,15534.33,23.8,48,Rejected,30550.72,533,>10 years
4091,2032-05-19,46092.94,16.63,24,Approved,127398.03,731,1-3 years
4092,2023-02-13,16386.3,18.89,12,Defaulted,149794.21,353,<1 year
4093,2032-11-21,12986.52,19.88,36,Approved,95196.22,469,<1 year
4094,2030-03-03,26943.91,9.15,24,Approved,27645.22,335,1-3 years
4095,2035-10-23,41278.19,4.47,48,Rejected,121460.85,558,5-10 years
4096,2031-08-30,5605.76,3.54,24,Rejected,29587.38,-50,1-3 years
4097,2026-07-12,47179.53,11.04,24,Approved,90201.82,312,5-10 years
4098,2031-01-21,,8.69,12,Approved,56079.22,840,5-10 years
4099,2023-08-08,9471.89,4.84,60,Approved,138953.48,356,3-5 years
4100,2028-04-09,35744.39,7.36,60,Defaulted,78673.06,460,<1 year
4101,2031-02-20,19555.46,6.18,24,Pending,136800.24,736,3-5 years
4102,2032-08-14,20413.59,23.17,48,Approved,58880.54,529,<1 year
4103,2029-09-14,39272.86,6.52,48,Approved,70357.14,492,3-5 years
4104,2032-07-03,48157.85,15.06,12,Approved,143125.49,656,5-10 years
4105,2030-08-06,6769.47,16.25,24,Approved,46170.88,651,3-5 years
4106,2025-09-17,21321.2,15.19,24,Approved,95205.15,557,>10 years
4107,2031-01-25,24306.61,5.63,60,Pending,70506.34,592,3-5 years
4108,2027-12-18,19127.43,10.35,12,Approved,120641.7,685,3-5 years
4109,2036-07-24,18477.86,4.6,36,Approved,36808.53,533,3-5 years
4110,2025-03-14,3087.3,12.01,48,Pending,76837.95,595,>10 years
4111,2024-05-04,34434.16,7.55,48,Approved,110861.24,836,<1 year
4112,2032-09-26,22092.61,15.58,24,Approved,72912.11,678,3-5 years
4113,2027-02-02,10142.29,18.4,12,Approved,27609.13,509,<1 year
4114,2032-12-24,40893.66,14.94,36,Approved,111664.59,838,1-3 years
4115,2030-12-01,40226.76,12.84,48,Rejected,85415.78,477,5-10 years
4116,2027-09-02,24576.39,11.83,12,Pending,21470.13,371,1-3 years
4117,2032-08-17,15273.31,21.6,36,Approved,99645.27,807,>10 years
4118,2032-02-23,32085.59,8.22,24,Approved,139584.53,521,>10 years
4119,2023-02-23,14763.53,19.29,60,Approved,34433.37,527,<1 year
4120,2030-01-19,12182.39,19.79,48,Pending,96787.26,532,<1 year
4121,2032-10-31,36660.48,12.51,48,Pending,114726.95,567,3-5 years
4122,2024-09-07,2496.1,9.89,36,Approved,29200.58,553,1-3 years
4123,2025-08-12,5191.04,13.62,60,Approved,22940.01,305,<1 year
4124,2029-08-30,836.01,5.5,12,Approved,80345.46,346,<1 year
4125,2027-06-18,,4.49,24,Rejected,122854.27,706,<1 year
4126,2030-08-13,3915.01,5.9,12,Rejected,40893.52,553,5-10 years
4127,2024-10-11,49792.22,7.52,36,Defaulted,128762.85,748,<1 year
4128,2029-06-05,14796.09,14.34,48,Approved,105355.04,358,5-10 years
4129,2035-04-18,7888.77,21.76,48,Rejected,63182.53,692,>10 years
4130,2031-12-23,12429.31,8.57,12,Rejected,87057.35,490,3-5 years
4131,2030-03-25,46838.22,23.61,24,Defaulted,145524.75,564,1-3 years
4132,2033-05-29,,24.03,36,Approved,-48136.81,442,<1 year
4133,2030-01-05,18558.5,24.12,24,Rejected,84939.6,545,5-10 years
4134,2031-11-24,43732.88,21.51,36,Approved,101183.25,515,<1 year
4135,2024-01-06,20052.02,11.32,24,Pending,37941.9,736,<1 year
4136,2025-05-07,,05.06,12,Approved,25657.87,775,5-10 years
4137,2036-05-18,10760.48,15.73,60,Rejected,21749.79,683,<1 year
4138,2036-01-06,19200.94,15.51,36,Rejected,62210.07,846,1-3 years
4139,2024-01-19,16175.88,21.77,12,Approved,29613.15,714,>10 years
4140,2033-08-13,34026.55,24.91,48,Pending,124490.09,431,3-5 years
4141,2029-12-27,14834.34,14.43,48,Approved,149651.54,697,<1 year
4142,2034-11-13,29071.39,10.92,24,Approved,27969.5,806,5-10 years
4143,2034-09-30,3761.66,7.5,48,Approved,76254.42,452,1-3 years
4144,2030-06-18,9968.81,3.6,60,Approved,23345.18,467,<1 year
4145,2034-01-17,20666.56,14.45,36,Rejected,37418.82,529,>10 years
4146,2032-01-07,46878.99,15.44,24,Approved,61979.93,703,>10 years
4147,2034-08-22,19173.97,21.24,36,Pending,71180.77,443,5-10 years
4148,2033-12-02,33371.67,14.35,36,Rejected,142171.78,830,<1 year
4149,2025-07-11,13126.82,23.2,12,Defaulted,71458.79,367,<1 year
4150,2030-12-25,6788.16,17.0,48,Rejected,84516.1,397,<1 year
4151,2031-01-29,3397.56,21.57,36,Approved,51925.84,306,>10 years
4152,2031-05-05,15617.97,6.69,60,Rejected,20016.27,476,<1 year
4153,2025-09-01,8304.22,21.89,60,Approved,136913.48,505,<1 year
4154,2026-05-15,9113.52,18.02,48,Defaulted,30622.92,598,<1 year
4155,2029-09-01,38157.59,,48,Rejected,145352.35,528,<1 year
4156,2027-12-20,1283.98,7.58,24,Rejected,37009.73,569,5-10 years
4157,2031-01-13,28111.6,23.42,24,Approved,98634.2,380,>10 years
4158,2036-07-04,19283.34,4.19,24,Pending,149923.38,487,3-5 years
4159,2026-09-25,25574.22,13.44,48,Rejected,38000.4,800,5-10 years
4160,2033-10-15,28360.1,,36,Rejected,75112.6,786,<1 year
4161,2023-07-23,16011.7,17.8,12,Approved,121455.08,787,3-5 years
4162,2023-06-10,15107.89,21.55,24,Defaulted,24184.72,777,1-3 years
4163,2035-04-15,36803.39,,12,Approved,109671.76,588,3-5 years
4164,2025-02-07,43628.21,12.68,60,Pending,30448.53,405,5-10 years
4165,2033-04-06,10032.79,24.61,48,Pending,50747.62,522,>10 years
4166,2030-01-25,5332.13,,60,Approved,40809.9,681,5-10 years
4167,2025-12-29,44940.89,22.79,24,Approved,137953.74,403,>10 years
4168,2035-04-28,17819.83,12.93,36,Rejected,43459.37,413,>10 years
4169,2024-08-30,27790.21,8.53,24,Approved,25256.43,807,>10 years
4170,2027-03-21,18297.39,12.36,12,Approved,96391.34,354,1-3 years
4171,2030-11-15,6727.22,18.9,24,Rejected,65003.52,420,3-5 years
4172,2031-09-27,29671.92,5.85,36,Rejected,72741.81,516,5-10 years
4173,2028-01-12,26494.47,9.32,36,Pending,35478.16,302,5-10 years
4174,2024-11-20,10548.18,4.5,48,Approved,117270.48,391,>10 years
4175,2033-04-17,22867.52,12.8,48,Approved,98201.97,706,1-3 years
4176,2031-01-28,39948.9,21.29,36,Rejected,67348.22,740,1-3 years
4177,2028-10-04,29726.09,04.03,36,Pending,42304.74,731,<1 year
4178,2024-01-01,5297.41,18.02,12,Pending,97148.73,360,1-3 years
4179,2032-10-15,27627.06,,24,Rejected,121217.65,772,>10 years
4180,2035-06-17,35285.55,8.59,48,Approved,60611.65,546,>10 years
4181,2034-07-01,39738.82,18.41,12,Approved,23361.85,671,3-5 years
4182,2034-06-04,31641.32,24.46,24,Defaulted,47864.72,588,>10 years
4183,2034-11-04,8056.58,24.19,48,Pending,108711.72,323,3-5 years
4184,2029-07-06,35653.58,8.55,12,Pending,148582.53,705,1-3 years
4185,2026-04-20,34028.42,5.66,60,Defaulted,21738.91,607,<1 year
4186,2036-08-28,1709.13,6.69,60,Defaulted,59799.96,671,5-10 years
4187,2033-07-06,20881.51,18.59,48,Pending,28062.71,514,>10 years
4188,2030-06-28,16981.04,19.1,12,Approved,61125.41,561,1-3 years
4189,2032-03-01,33635.9,18.0,24,Defaulted,72768.86,645,>10 years
4190,2027-08-03,499733.0,10.73,24,Pending,139712.07,712,3-5 years
4191,2023-10-26,29748.16,7.15,12,Approved,30472.9,422,1-3 years
4192,2025-08-14,45703.7,15.99,60,Pending,121027.43,619,5-10 years
4193,2026-01-19,39991.22,13.9,12,Approved,71419.47,636,3-5 years
4194,2029-11-10,46112.16,19.17,60,Rejected,125464.17,457,1-3 years
4195,2027-01-14,48936.05,12.99,60,Approved,86742.28,626,5-10 years
4196,2035-03-19,1028.17,10.78,24,Rejected,25106.67,364,3-5 years
4197,2035-03-05,31325.69,9.81,48,Rejected,143006.77,668,5-10 years
4198,2033-03-15,20935.55,08.05,36,Rejected,30755.43,303,1-3 years
4199,2032-07-03,43062.8,9.21,12,Rejected,97698.86,359,3-5 years
4200,2030-09-29,12964.83,5.54,60,Rejected,134096.81,344,<1 year
4201,2030-10-21,49060.96,10.96,12,Approved,30370.07,842,>10 years
4202,2029-11-11,30878.54,4.29,48,Approved,92006.14,455,<1 year
4203,2033-04-28,39780.1,7.51,48,Rejected,127157.68,363,5-10 years
4204,2031-02-12,4737.18,19.56,36,Approved,148222.21,720,1-3 years
4205,2035-07-31,9581.17,10.5,36,Approved,114162.56,622,>10 years
4206,2025-08-07,38040.98,17.87,60,Approved,56183.47,408,1-3 years
4207,2035-08-09,1588.33,18.91,36,Approved,110944.14,762,5-10 years
4208,2030-10-21,40935.46,16.0,60,Rejected,111749.68,846,1-3 years
4209,2023-06-15,1190.48,,24,Rejected,110995.58,550,3-5 years
4210,2032-07-18,33027.38,3.96,60,Approved,131053.86,809,3-5 years
4211,2029-11-14,18572.15,19.38,36,Rejected,31359.41,847,5-10 years
4212,2025-07-08,30769.0,24.11,12,Approved,34094.58,740,1-3 years
4213,2023-04-24,34953.55,22.04,36,Rejected,103280.23,753,5-10 years
4214,2032-08-05,17452.52,7.11,48,Approved,144004.54,573,>10 years
4215,2025-09-18,5844.14,10.53,36,Rejected,80559.02,359,1-3 years
4216,2033-07-06,3947.47,7.21,24,Approved,144873.15,641,3-5 years
4217,2026-06-12,29652.33,16.43,60,Approved,-141951.08,693,<1 year
4218,2032-05-19,26272.44,18.81,48,Rejected,137378.27,412,3-5 years
4219,2024-05-29,37238.95,10.32,60,Approved,138280.63,520,1-3 years
4220,2036-02-26,25731.91,15.1,60,Defaulted,136781.44,367,1-3 years
4221,2031-10-02,21411.07,18.35,36,Pending,126585.62,614,1-3 years
4222,2035-02-21,20205.32,12.56,12,Approved,110347.26,766,1-3 years
4223,2030-01-28,1809.12,21.86,48,Pending,23173.06,562,>10 years
4224,2023-03-09,17110.08,20.09,24,Approved,37192.97,430,<1 year
4225,2027-05-16,48813.0,4.89,24,Pending,37450.17,723,3-5 years
4226,2035-04-06,,16.85,12,Defaulted,23060.24,566,>10 years
4227,2023-01-19,16804.21,8.56,12,Approved,35171.23,511,5-10 years
4228,2030-06-23,29595.87,15.49,36,Rejected,139567.04,587,1-3 years
4229,2032-08-22,42441.19,24.07,24,Approved,106294.56,724,3-5 years
4230,2024-07-26,22343.08,22.4,48,Pending,60569.49,543,5-10 years
4231,2029-03-08,1388.91,12.2,12,Approved,123136.8,633,<1 year
4232,2030-12-12,4188.27,9.77,12,Approved,83488.03,627,3-5 years
4233,2024-10-12,25764.44,8.54,12,Defaulted,38476.51,405,>10 years
4234,2030-01-31,48487.25,14.95,48,Approved,134985.27,378,5-10 years
4235,2031-12-07,34813.87,5.96,24,Pending,64026.05,464,3-5 years
4236,2026-08-31,4010.35,15.31,48,Pending,110851.7,356,>10 years
4237,2036-09-05,9873.36,3.53,48,Pending,57777.24,487,1-3 years
4238,2032-12-13,38680.5,10.46,36,Pending,85009.26,351,3-5 years
4239,2030-09-28,42151.27,8.23,12,Pending,126112.85,371,1-3 years
4240,2029-01-26,31075.88,24.38,24,Approved,40381.06,623,5-10 years
4241,2032-09-09,32398.95,19.14,36,Defaulted,147042.68,637,5-10 years
4242,2025-11-03,1902.7,11.02,36,Rejected,29128.07,454,5-10 years
4243,2035-01-01,41512.25,5.5,60,Approved,89421.16,358,1-3 years
4244,2033-11-22,39519.62,14.61,12,Approved,139083.32,574,1-3 years
4245,2031-02-09,13322.24,08.09,24,Rejected,142940.21,500,>10 years
4246,2031-11-01,35579.5,15.03,24,Defaulted,50174.17,594,3-5 years
4247,2026-01-03,11135.3,21.46,24,Defaulted,38718.05,2000,>10 years
4248,2029-05-13,2496.34,16.74,12,Rejected,114172.39,628,1-3 years
4249,2025-07-28,,17.13,24,Approved,25456.56,689,3-5 years
4250,2033-03-05,9342.13,15.13,48,Defaulted,83081.07,583,5-10 years
4251,2032-05-07,17218.53,23.44,48,Rejected,123526.18,475,>10 years
4252,2026-12-19,21213.25,23.54,12,Approved,92833.11,648,>10 years
4253,2024-07-24,25672.68,14.52,24,Approved,44441.72,731,>10 years
4254,2030-12-14,24099.32,10.07,60,Approved,83315.76,-50,1-3 years
4255,2029-11-10,13898.39,13.38,60,Pending,139765.71,571,3-5 years
4256,2025-07-06,1943.95,7.51,60,Approved,100237.69,791,5-10 years
4257,2028-02-18,30452.53,17.18,48,Approved,113793.78,846,1-3 years
4258,2036-06-29,20089.37,14.25,60,Approved,63714.3,630,5-10 years
4259,2027-08-06,15284.27,5.72,24,Approved,44502.89,457,<1 year
4260,2024-09-07,43413.58,7.75,24,Approved,53233.49,731,<1 year
4261,2035-04-29,37463.79,13.81,60,Rejected,89313.09,624,5-10 years
4262,2027-10-16,42959.39,22.58,36,Approved,56428.62,415,<1 year
4263,2033-06-22,25001.65,15.68,60,Defaulted,90455.42,819,3-5 years
4264,2034-06-20,6981.1,18.15,36,Rejected,112012.95,734,3-5 years
4265,2029-10-13,34962.96,10.79,12,Defaulted,115471.46,821,1-3 years
4266,2036-01-02,10700.65,15.79,12,Rejected,41409.04,565,5-10 years
4267,2032-08-06,499733.0,13.12,24,Approved,117556.01,697,1-3 years
4268,2032-07-07,3717.54,17.67,48,Approved,107449.46,401,3-5 years
4269,2035-05-27,41352.77,4.59,24,Approved,21560.67,362,3-5 years
4270,2026-02-09,6734.06,14.11,24,Defaulted,27653.38,810,3-5 years
4271,2033-12-14,45203.33,9.86,48,Approved,104012.44,521,>10 years
4272,2024-01-10,43279.41,10.51,24,Pending,69881.51,735,<1 year
4273,2023-07-26,23496.85,24.16,48,Rejected,38993.52,489,1-3 years
4274,2036-05-07,37346.23,7.43,24,Defaulted,25771.55,633,1-3 years
4275,2026-08-12,31162.53,10.19,12,Rejected,40721.78,600,3-5 years
4276,2026-02-15,40252.24,,36,Pending,144476.82,650,>10 years
4277,2035-09-02,21874.35,22.06,24,Approved,114583.53,414,1-3 years
4278,2030-05-14,39397.52,12.46,36,Pending,88601.7,821,1-3 years
4279,2031-11-30,23391.61,19.49,60,Approved,142400.27,666,>10 years
4280,2023-03-31,47077.81,21.91,24,Rejected,100484.36,568,3-5 years
4281,2034-04-01,24575.42,10.17,12,Pending,114333.87,385,>10 years
4282,2031-04-09,23399.65,11.94,48,Approved,56744.74,677,<1 year
4283,2028-02-01,39361.06,11.17,12,Defaulted,96567.64,446,1-3 years
4284,2025-03-15,41168.1,21.41,36,Approved,38652.04,417,<1 year
4285,2025-08-02,,4.45,48,Rejected,72582.81,434,1-3 years
4286,2030-08-21,,10.13,12,Rejected,-24321.24,826,<1 year
4287,2033-08-11,23654.03,18.11,12,Rejected,48161.65,505,1-3 years
4288,2027-05-30,48419.59,15.66,12,Approved,29732.92,532,3-5 years
4289,2031-01-02,37772.82,12.88,48,Approved,70411.25,365,5-10 years
4290,2033-08-18,40652.55,15.11,12,Rejected,129594.57,303,>10 years
4291,2031-10-27,2124.86,7.75,12,Rejected,69131.43,302,1-3 years
4292,2035-01-09,23659.04,12.76,36,Approved,128113.15,558,>10 years
4293,2035-12-19,32507.75,14.29,12,Approved,105344.78,624,1-3 years
4294,2029-07-15,41586.62,22.88,12,Approved,86238.83,539,5-10 years
4295,2035-12-07,2939.05,9.11,60,Defaulted,50795.92,834,3-5 years
4296,2025-07-30,42695.72,22.16,48,Approved,139880.29,617,3-5 years
4297,2036-06-26,,17.35,60,Approved,27046.11,350,>10 years
4298,2030-01-10,10267.04,3.94,36,Pending,109558.69,769,5-10 years
4299,2025-09-02,16204.13,19.08,60,Approved,100761.19,342,>10 years
4300,2025-08-12,14455.51,4.26,24,Defaulted,77335.4,503,3-5 years
4301,2026-06-16,26777.52,24.94,48,Approved,51241.72,646,<1 year
